experiment,Grid GHG intensity,Light-duty vehicles: % of LDV stock: EV,Light-duty vehicles: % of LDV stock: PHEV,Trucks: % of MDT stock: EV,Transit vehicles: % of transit bus fleet: EV,Transit vehicles: % of school bus fleet: EV,Transit vehicles: % of commuter rail electrified,Land Use,Prior drive mode share of new riders: bus,Prior drive mode share of new riders: urban rail,Operational improvements: Ridership elasticity,Operational improvements: One-way length of bus routes w/op. improvements,Operational improvements: % travel time savings,New service: New one-way route-miles: rapid bus,New service: New one-way route-miles: urban rail,New service: Average load factor: new rapid bus,New service: Average load factor: new urban rail,New service: Fuel type of new bus service,Active Transportation: Use growth factor or elasticity?,Active Transportation: New bike facility miles,Active Transportation: Bike growth factor,Active Transportation: E-bike % of bike miles,Active Transportation: Share of <2 mi trips converted to walk,Active Transportation: Prior drive mode share of new bike & walk trips:,CAV (Private),% CAV market penetration: LDV,% CAV market penetration: MDT,CAV technology: LDV,CAV technology: MDV,CAV efficiency improvement,CAV - % VMT change: LDV,CAV - % VMT change: MDT,Smart Mobility: Change in auto owership,Ridehailing: Technology,Ridehailing: Market penetration,Ridehailing: Vehicle occupancy: work,Ridehailing: Vehicle occupancy: non-work,Ridehailing: Circuity/deadhead factor,Ridehailing: Prior drive mode share,Demand Reponsive: Technology,Demand Reponsive: Market penetration,Demand Reponsive: Vehicle occupancy,Demand Reponsive: Circuity/deadhead factor,Demand Reponsive: Prior drive mode share,Demand Reponsive: % electric vehicle,Pricing,Pricing: Carbon price change,"Pricing: Fuel cost change (gasoline, diesel)",Pricing: Price change per vehicle-trip ,Pricing: Price change per VMT,Pricing: Elasticity: VMT w/r/t fuel price (LDV),TDM: Additional % workers receiving transit benefit:,TDM: Additional % workers receiving transit benefit: <50 workers,TDM: Additional % workers receiving transit benefit: 50-100 workers,TDM: Additional % workers receiving transit benefit: >100 workers,TDM: Additional % workers at workplace w/TDM program,TDM: Additional % workers at workplace w/TDM program: <50 workers,TDM: Additional % workers at workplace w/TDM program: 50-100 workers,TDM: Additional % workers at workplace w/TDM program: >100 workers,TDM: Additional % workers at workplace w/TDM program: Change in drive-alone mode share w/TDM program,Residential TDM:,Residential TDM: % of residential growth in TDM regulated units,Residential TDM: Mode shift of affected residents,GHG Change 2030: Clean Vehicles,GHG Change 2030: Land Use,GHG Change 2030: Transit,GHG Change 2030: Active Transportation,GHG Change 2030: CAV,GHG Change 2030: Smart Mobility,GHG Change 2030: Travel Pricing,GHG Change 2030: TDM,GHG Change 2030: Combined,GHG Change 2050: Clean Vehicles,GHG Change 2050: Land Use,GHG Change 2050: Transit,GHG Change 2050: Active Transportation,GHG Change 2050: CAV,GHG Change 2050: Smart Mobility,GHG Change 2050: Travel Pricing,GHG Change 2050: TDM,GHG Change 2050: Combined
429,161,99,55,33,46,3,14,False,61,17,106,320,119,40,88,6,54,CNG,growth factor,121,13,58,0,19,False,66,18,EV,EV,8,23,55,15,EV,25,25,11,19,100,fleet average,8,81,16,52,99,False,44,263,2,20,36,True,20,45,16,False,39,12,21,8,False,10,52,-1145044.2471974874,0.0,-9406.490089708932,-694.6480747030269,0.0,231029.76488879725,0.0,0.0,538149.2769900983,-3014.180508178426,0.0,-2629.359490142372,-28930.221155355084,0.0,-135116.27366734156,0.0,0.0,1024724.9016358095
430,80,34,8,58,12,20,3,True,38,4,40,204,30,135,12,27,40,electricity,elasticity,103,45,42,16,89,False,8,60,baseline,EV,4,43,81,2,fleet average,7,29,21,14,34,fleet average,16,141,14,59,60,True,38,127,5,2,36,True,5,36,31,True,6,16,29,13,True,26,48,-394573.1439370088,0.0,548.6062139094928,-38936.7777363477,0.0,-347375.65749252035,0.0,0.0,695140.5597079811,-3014.180508178426,0.0,-609.110940708017,-78274.48807861104,0.0,-143006.82312737178,0.0,0.0,975501.705856626
431,146,10,5,15,61,86,2,True,76,99,42,158,128,91,105,16,49,gasoline,elasticity,121,18,50,47,74,False,3,92,baseline,baseline,36,5,10,0,fleet average,3,22,26,20,55,EV,9,114,17,40,83,False,1,76,9,11,0,True,14,49,6,False,13,24,30,53,False,29,46,-116577.29561380157,0.0,-110751.91174708413,-7382.153618789189,0.0,-170138.3567450844,0.0,0.0,1074787.2982738526,-3023.963931846083,0.0,-10783.179665957094,-67700.71659505619,0.0,-133544.58256626403,0.0,0.0,985189.4543937363
432,360,81,95,89,41,83,71,False,86,66,69,399,178,140,72,14,50,diesel,growth factor,68,41,38,41,8,False,9,28,baseline,EV,10,78,80,8,fleet average,11,25,21,16,92,fleet average,23,98,12,14,83,True,63,400,0,7,39,False,26,32,45,False,22,10,0,54,False,28,78,-785134.6395995358,0.0,-42740.39908021847,-2812.877805319344,0.0,542930.4579594521,0.0,0.0,1175811.3543259432,-3013.365222872817,0.0,-8067.556192395232,-21176.122067414868,0.0,-139850.068467297,0.0,0.0,1022225.1933763977
433,56,29,31,26,22,81,39,True,91,78,39,6,191,101,7,0,40,gasoline,elasticity,122,81,98,26,26,False,16,59,baseline,baseline,28,71,62,0,EV,5,11,15,11,60,EV,14,105,14,1,67,True,27,144,5,20,10,True,10,15,26,True,36,19,49,46,False,65,39,-513583.8313927207,0.0,1727.310239461463,-22831.635876877866,0.0,18036.426833818277,0.0,0.0,946435.4373571717,-3021.246314160642,0.0,-9359.757980370872,-33864.64784768068,0.0,-147745.78854532255,0.0,0.0,1002411.4597962645
434,185,6,51,13,99,8,84,True,78,61,4,67,114,59,144,35,47,gasoline,elasticity,43,14,25,45,66,True,18,52,EV,baseline,18,5,49,3,fleet average,3,10,13,15,37,EV,1,54,20,71,90,True,22,146,7,11,13,True,6,16,49,True,36,20,4,34,True,30,6,-343203.15927632945,0.0,-84251.13599760032,-3299.79774564515,0.0,-45039.30370355673,0.0,0.0,1003615.1735467671,-3020.431028855033,0.0,-7320.390947477834,-62061.37180382694,0.0,-141432.81407032715,0.0,0.0,985614.8229807408
435,280,24,36,27,70,3,26,False,51,74,22,423,184,55,115,35,43,diesel,growth factor,17,70,18,43,36,True,50,89,baseline,EV,2,7,12,6,EV,23,30,24,20,44,EV,21,126,10,68,91,True,45,94,3,5,7,True,50,9,2,False,43,37,49,27,True,6,42,-334795.5448167557,0.0,-67182.17058785325,-26933.252934479853,0.0,-410923.21787208674,0.0,0.0,664899.5203930289,-3022.0615994663676,0.0,-7576.573300341351,-40913.82883671724,0.0,-133543.3344278058,0.0,0.0,1011433.5206249342
436,132,32,81,47,53,85,32,True,51,4,62,71,6,23,137,39,8,gasoline,growth factor,170,91,33,1,59,False,32,24,baseline,EV,13,47,18,15,fleet average,16,12,16,12,45,fleet average,5,126,14,51,19,False,93,310,1,5,9,False,0,33,3,True,19,1,33,91,True,14,89,-794146.8378633007,0.0,10919.25172845188,-59665.213641145085,0.0,-81334.27847118075,0.0,0.0,560828.4752118818,-3021.518075929256,0.0,-1067.7681518164347,-57126.945111501336,0.0,-146167.85695643278,0.0,0.0,990649.5728717914
437,258,92,12,5,50,4,52,True,73,34,42,459,85,67,98,26,55,diesel,growth factor,168,53,15,23,92,False,23,23,EV,EV,34,13,42,6,EV,26,20,12,18,81,EV,14,78,10,66,62,False,4,84,10,10,12,True,43,23,12,False,7,4,18,96,True,47,89,-741344.6878817633,0.0,-29690.317028341018,-49591.07070665852,0.0,35563.77765912906,0.0,0.0,709813.47771548,-3020.7027906235307,0.0,-4633.445199103997,-80389.242375322,0.0,-136698.66269623645,0.0,0.0,976208.1336516872
438,295,46,18,25,3,42,39,False,11,82,89,279,17,93,41,23,5,diesel,elasticity,75,69,66,13,71,False,39,17,baseline,EV,17,69,18,12,EV,3,10,29,14,11,EV,2,33,12,46,82,True,28,355,9,3,2,True,45,32,17,True,17,25,1,33,True,17,65,-404368.33681281854,0.0,9458.014501634794,-51836.987730003166,0.0,-112196.32972111992,0.0,0.0,911797.0818174356,-3023.420408309088,0.0,-6909.183788630384,-65585.96229834523,0.0,-143012.88530533077,0.0,0.0,981391.1051695377
439,90,7,14,70,60,73,70,True,35,93,69,293,162,76,103,27,49,diesel,elasticity,169,34,1,17,54,False,91,54,EV,baseline,8,77,80,1,EV,1,11,11,17,98,EV,9,45,12,47,27,False,0,394,10,17,47,False,0,2,39,False,48,43,2,25,False,74,4,-225396.8937797891,0.0,-104962.66521183946,-16236.631149393146,0.0,-143265.66305586137,0.0,0.0,997623.7138129581,-3011.1911287244875,0.0,-8778.74780060973,-53602.354616983066,0.0,-138270.5322565584,0.0,0.0,994784.5832693379
440,238,13,65,1,50,43,13,False,61,27,82,362,105,65,89,18,16,CNG,elasticity,170,15,44,47,15,False,19,34,EV,baseline,15,23,4,20,EV,25,24,12,16,42,fleet average,25,88,19,39,53,False,100,81,1,13,20,False,5,1,39,True,29,22,13,80,False,98,66,-386301.40964048705,0.0,4356.958490137823,-903.9793083111116,0.0,-112776.31953236804,0.0,0.0,959111.644247487,-3018.5286964752013,0.0,-3559.1887970745033,-26110.548759740454,0.0,-139853.45607592462,0.0,0.0,1021784.3359773769
441,384,72,97,21,71,31,74,False,57,73,130,12,133,15,49,26,34,diesel,elasticity,105,95,7,18,27,True,23,39,baseline,EV,32,17,78,1,fleet average,14,18,15,14,45,EV,15,120,18,65,11,True,90,31,7,6,28,False,26,5,26,False,2,47,36,4,False,87,19,-701706.2104161077,0.0,-15591.363167164134,-28736.581157755547,0.0,335909.34830054175,0.0,0.0,1057164.7269851645,-3016.354602326872,0.0,-7695.278313236637,-34569.565946584335,0.0,-143008.249480974,0.0,0.0,1007787.1383830601
442,218,23,52,22,74,44,98,True,41,98,146,283,37,86,135,21,17,electricity,elasticity,200,29,52,42,79,True,54,24,baseline,baseline,8,58,77,20,EV,10,26,26,11,25,fleet average,10,37,17,7,23,False,75,291,2,16,24,False,35,24,7,True,24,40,39,30,True,26,35,-465707.86357470613,0.0,-31190.50718643792,-18691.886172835126,0.0,-42538.82322001652,0.0,0.0,915466.8031497985,-3017.4416494009783,0.0,-9455.350397664297,-71225.30708957447,0.0,-147743.2923433034,0.0,0.0,969965.3154497663
443,64,12,88,40,96,2,59,True,28,11,5,323,126,11,40,4,43,diesel,elasticity,20,46,3,17,93,True,69,97,baseline,baseline,26,78,70,7,fleet average,0,13,13,17,82,fleet average,7,108,16,67,18,False,46,63,10,8,16,True,31,43,19,False,7,40,15,17,False,49,92,-722472.3273745734,0.0,-2481.3248666416066,-41924.570042156105,0.0,-181127.93977683873,0.0,0.0,535502.7498750822,-3019.615743549424,0.0,-907.1782162463408,-81094.16047422566,0.0,-138276.05938291037,0.0,0.0,977185.5342889018
444,101,88,72,47,26,22,55,False,82,29,50,227,200,139,90,16,32,electricity,elasticity,187,58,58,38,20,True,16,74,baseline,EV,11,100,100,2,fleet average,2,27,21,17,80,fleet average,13,147,15,3,57,True,41,208,0,5,4,False,33,50,6,False,22,26,21,44,False,18,8,-1324479.9406513534,0.0,-17065.794589610872,-11825.657593130845,0.0,190322.03094788996,0.0,0.0,315409.4352981414,-3022.8768847719766,0.0,-4486.0624610206805,-29635.139254258742,0.0,-138278.19901792833,0.0,0.0,1019422.615492086
445,369,54,20,70,21,46,11,True,58,71,129,230,32,10,28,37,16,CNG,elasticity,51,19,37,7,74,False,83,14,baseline,baseline,39,79,53,1,EV,16,18,12,11,74,fleet average,16,118,18,59,11,True,44,131,1,2,12,True,11,17,32,False,28,28,43,61,False,98,6,-398084.6062439224,0.0,-1167.3863343462317,-8295.815575406392,0.0,-186294.94164693748,0.0,0.0,865881.4070363551,-3020.7027906235307,0.0,-7544.593775781628,-67700.71659505619,0.0,-147745.4319402788,0.0,0.0,974588.0708297447
446,359,56,96,49,65,37,69,False,73,45,70,87,60,109,97,22,21,CNG,growth factor,100,74,73,28,78,False,87,35,EV,EV,9,97,2,7,fleet average,12,26,22,12,33,EV,1,106,15,20,69,True,93,315,4,19,40,True,30,43,6,False,27,44,48,63,False,94,63,-635438.8609850747,0.0,-71.6124451551795,-61619.07945078657,0.0,-3856.8529818559327,0.0,0.0,782025.5199338587,-3013.0934611043194,0.0,-5656.257436729342,-70520.3889906708,0.0,-146162.32974409277,0.0,0.0,975181.9776947295
447,334,55,29,23,19,95,40,False,63,59,26,481,146,101,108,20,44,CNG,growth factor,177,40,9,57,48,True,90,41,baseline,EV,2,36,96,14,fleet average,5,24,22,20,96,EV,10,87,18,24,43,False,11,340,7,6,23,False,1,21,37,True,37,47,48,28,True,40,84,-449836.33143919276,0.0,-43013.714834217055,-18053.77010097526,0.0,-108720.72683771394,0.0,0.0,860054.2649176694,-3017.7134111695923,0.0,-6605.205227120155,-49372.84602356112,0.0,-133540.4816128174,0.0,0.0,1004823.5151193406
448,50,99,76,73,47,36,31,True,49,37,133,413,73,47,76,30,34,gasoline,growth factor,60,89,61,44,48,False,63,20,baseline,EV,1,29,35,11,fleet average,18,23,10,15,66,EV,18,93,12,85,80,True,9,18,7,4,32,True,22,4,15,True,46,31,36,6,False,44,69,-1569107.829985892,0.0,-22820.708582941283,-47302.891964316186,0.0,3205376.4238468246,0.0,0.0,2944831.6562100165,-3015.267555252649,0.0,-4065.6422168296326,-49372.84602356112,0.0,-141429.4264089968,0.0,0.0,999444.9251365493
449,37,86,56,32,81,4,6,False,67,34,121,480,65,50,26,18,54,gasoline,growth factor,72,69,25,38,5,False,49,91,baseline,baseline,20,21,38,8,EV,21,17,13,15,69,fleet average,21,94,20,28,55,False,90,50,0,4,8,False,16,25,19,True,48,31,45,30,True,12,12,-1293643.1431713596,0.0,-13320.248192484385,-3652.9873336351934,0.0,227850.08085613564,0.0,0.0,385589.56992329,-3021.7898376977537,0.0,-4421.757255515496,-19061.367770703895,0.0,-141433.70558392722,0.0,0.0,1025669.8500003736
450,60,32,33,6,27,14,1,False,48,56,87,53,56,109,16,34,10,gasoline,growth factor,8,90,67,6,79,False,3,94,baseline,EV,7,88,80,2,EV,30,28,16,20,52,fleet average,7,79,18,9,2,True,96,153,4,10,47,False,18,15,49,False,40,13,20,8,True,62,77,-498826.75398660055,0.0,-5203.650107801085,-78910.31383705244,0.0,163763.67491471348,0.0,0.0,1056319.7373310328,-3011.1911287244875,0.0,-5797.036576069265,-71225.30708957447,0.0,-133536.20258054024,0.0,0.0,986267.3689963901
451,179,61,49,81,12,67,53,False,28,16,75,412,38,60,107,27,40,diesel,elasticity,31,20,36,36,22,False,21,73,EV,EV,43,73,83,1,EV,7,12,24,16,34,EV,9,101,18,82,89,False,12,342,8,18,24,False,17,32,27,True,41,43,23,11,False,47,96,-820407.2639287639,0.0,-1445.8984070869217,-2713.80823999599,0.0,-86769.5921539028,0.0,0.0,547178.167634361,-3017.4416494009783,0.0,-1372.0928697124061,-31044.975452066057,0.0,-139852.74288327314,0.0,0.0,1019331.2074945734
452,67,35,33,74,75,99,4,True,100,93,63,139,179,17,33,3,34,electricity,growth factor,85,58,93,6,10,False,75,40,EV,baseline,28,72,43,20,EV,25,22,19,10,47,EV,0,116,12,30,5,False,44,193,2,9,0,False,3,4,20,False,36,14,13,26,False,34,24,-625906.4378191765,0.0,-23757.169187928783,-5793.720061369668,0.0,-150959.2288281117,0.0,0.0,665317.4285338437,-3023.963931846083,0.0,-11072.033856151824,-22585.958265222172,0.0,-149325.6814863245,0.0,0.0,1009179.3475609045
453,68,88,74,38,26,86,37,True,6,5,114,434,131,57,25,13,58,CNG,elasticity,95,12,61,43,8,True,90,59,baseline,EV,22,56,9,11,fleet average,10,22,30,17,85,fleet average,20,71,17,44,85,False,99,387,9,5,42,False,10,8,8,False,23,30,41,35,True,8,79,-1370759.181122104,0.0,2016.5822408513236,-194.34741946584288,0.0,966738.2963272516,0.0,0.0,1053217.3064428994,-3012.549937567208,0.0,426.9084944041066,-21176.122067414868,0.0,-138271.42370279442,0.0,0.0,1031119.4478123818
454,300,45,40,42,80,37,82,True,66,45,4,382,120,37,43,12,18,diesel,elasticity,180,34,45,15,46,True,80,25,EV,EV,2,35,73,20,EV,17,11,22,17,56,fleet average,0,42,16,1,4,True,88,43,2,19,2,False,22,23,45,False,0,38,38,45,True,21,1,-522097.70662887045,0.0,1181.2545674680682,-13647.21994604142,0.0,-94508.47165070332,0.0,0.0,832122.8331753073,-3023.420408309088,0.0,-5409.288169209422,-47963.009825753805,0.0,-138278.5556293126,0.0,0.0,1002548.8365997584
455,168,54,98,23,91,48,95,True,56,86,118,250,51,115,81,12,9,gasoline,elasticity,77,88,19,25,76,True,55,76,EV,baseline,2,70,93,16,fleet average,28,20,20,11,22,EV,10,112,16,26,59,False,79,346,10,10,31,False,7,35,25,False,35,50,24,79,True,42,93,-1021297.0340204481,0.0,-2835.9403687156428,-74194.67365049219,0.0,67041.43024553687,0.0,0.0,475173.61980701523,-3015.5393170211464,0.0,-8868.77508831699,-69110.55279286351,0.0,-147742.04427141938,0.0,0.0,972283.157993459
456,364,29,100,84,77,71,74,True,59,69,123,70,117,116,55,39,3,electricity,growth factor,46,26,86,25,4,False,52,73,EV,baseline,34,81,55,12,EV,12,15,16,15,6,EV,12,126,11,94,81,False,25,138,6,3,14,True,9,42,36,False,37,39,25,84,False,30,80,-570000.0600160975,0.0,2685.804392672576,-440.6460846430782,0.0,-198582.4235748978,0.0,0.0,688398.8940956737,-3020.1592670865357,0.0,-7393.90923832662,-18356.44967180024,0.0,-141432.63576879597,0.0,0.0,1023718.2805945645
457,395,15,16,61,2,32,96,True,50,41,74,189,156,141,8,16,12,electricity,growth factor,88,53,50,29,58,True,0,69,baseline,EV,6,91,60,5,fleet average,30,20,13,20,56,EV,20,147,11,18,82,False,57,47,8,5,10,False,42,41,35,False,48,15,36,69,True,60,72,-153994.29714665026,0.0,2522.4936795284484,-30796.306871293426,0.0,306143.6511365975,0.0,0.0,1576783.7114425078,-3021.246314160642,0.0,-4472.855263533901,-56422.0270125977,0.0,-133542.7995172681,0.0,0.0,1000410.1958506035
458,167,24,54,42,94,19,92,False,61,64,38,239,17,45,93,16,5,CNG,elasticity,100,95,83,54,73,False,96,88,baseline,EV,4,64,91,8,fleet average,17,16,22,14,18,EV,2,117,16,69,58,True,29,133,5,16,27,True,48,14,2,False,28,16,27,99,True,68,63,-544574.123037943,0.0,4493.379154029539,-76991.40449466725,0.0,-23161.78540639554,0.0,0.0,843813.4970127266,-3016.6263640953694,0.0,-6999.557232723387,-66995.79849615254,0.0,-143008.42777695743,0.0,0.0,980097.087596929
459,33,66,4,3,58,77,9,True,27,95,38,221,150,114,19,19,2,electricity,growth factor,17,35,58,48,66,True,66,86,EV,EV,17,14,27,3,fleet average,27,22,11,10,21,EV,11,72,11,34,3,True,0,50,0,8,15,True,33,16,18,False,11,7,13,88,True,34,87,-723481.0767621848,0.0,2878.2467135857823,-20618.137863156102,0.0,44196.55438424024,0.0,0.0,767152.5087875794,-3019.8875053179218,0.0,-8682.463070544822,-62061.37180382694,0.0,-149323.00692769128,0.0,0.0,977056.4819033376
460,24,31,61,61,84,40,63,False,45,70,145,29,12,101,99,7,47,electricity,growth factor,107,46,22,27,85,False,98,51,EV,baseline,19,95,58,19,EV,5,30,20,15,29,fleet average,18,140,14,25,66,False,27,327,0,14,39,True,41,37,10,True,32,0,16,66,False,36,8,-814992.6879174142,0.0,-70436.94666791255,-38282.06292332435,0.0,-225091.37668395057,0.0,0.0,385314.6180716552,-3013.365222872817,0.0,-6992.953633979997,-75454.8156829964,0.0,-141428.17835930304,0.0,0.0,974198.9769262705
461,377,13,30,26,23,76,86,True,3,15,62,176,183,0,39,9,51,CNG,elasticity,42,76,50,11,96,True,25,97,EV,EV,10,46,75,18,EV,21,12,24,14,54,fleet average,18,84,17,28,0,False,31,331,9,8,9,True,18,8,29,True,33,49,18,82,True,37,67,-192411.8525844724,0.0,3247.628418604896,-78878.72220524916,0.0,-140533.01596591852,0.0,0.0,1064505.7100210595,-3021.518075929256,0.0,-397.076840733774,-83208.91477093664,0.0,-143011.63717242068,0.0,0.0,971336.3589388776
462,139,58,48,24,38,65,81,True,78,74,75,296,22,93,130,23,12,electricity,growth factor,124,61,56,44,75,True,28,58,baseline,baseline,10,95,25,18,EV,28,10,11,19,7,EV,1,62,11,66,71,True,22,238,6,3,9,False,4,13,44,False,23,1,36,95,False,87,65,-837124.0904595682,0.0,-18494.625123645717,-47676.99488863147,0.0,236738.3249598438,0.0,0.0,817007.8514095733,-3021.518075929256,0.0,-8529.169046489604,-68405.63469395986,0.0,-135121.08771239046,0.0,0.0,984978.8807619625
463,109,71,4,21,6,63,79,True,90,88,35,419,122,114,62,4,4,diesel,elasticity,84,39,24,55,63,False,46,83,baseline,baseline,18,90,100,20,EV,5,19,16,14,87,EV,11,98,17,63,38,True,79,288,7,13,14,True,5,12,32,False,7,44,5,94,True,92,42,-726642.1186815124,0.0,2897.5143203774605,-22843.673552895463,0.0,-270536.0020954982,0.0,0.0,452444.58055137354,-3020.1592670865357,0.0,-10254.305963371586,-59946.617507115974,0.0,-143010.745660802,0.0,0.0,983528.0790920326
464,5,67,81,4,95,83,12,True,35,17,26,490,28,100,19,27,58,gasoline,elasticity,4,25,63,48,67,True,39,75,EV,baseline,15,77,54,17,EV,15,24,29,18,78,fleet average,0,121,15,99,84,True,100,325,10,16,41,False,0,24,8,True,42,20,29,100,True,66,77,-1303556.7323031963,0.0,-3782.6861760163943,-12569.949321987075,0.0,137075.19694972105,0.0,0.0,286195.84354003187,-3012.8216993357055,0.0,-1712.0450679255364,-62766.289902730605,0.0,-136693.49210122434,0.0,0.0,994157.6487922946
465,329,59,44,17,93,91,82,False,71,63,121,444,127,2,17,9,40,gasoline,growth factor,61,29,26,47,52,False,85,34,baseline,EV,25,86,99,18,EV,11,18,19,15,25,fleet average,9,136,12,41,11,False,77,60,10,5,43,True,13,43,26,False,25,46,48,81,True,9,13,-519194.1607947743,0.0,-10547.852604551827,-12312.442021699051,0.0,-116522.92284082249,0.0,0.0,807376.4702459186,-3012.278175798594,0.0,-7259.38754134434,-52192.51841917575,0.0,-141427.46519676683,0.0,0.0,994297.1763118356
466,151,88,91,90,71,22,2,True,20,57,119,57,92,90,60,26,18,gasoline,growth factor,151,44,53,24,74,False,58,20,baseline,baseline,6,87,22,12,fleet average,3,29,23,11,27,fleet average,18,55,20,75,71,False,35,308,0,8,32,False,26,32,25,True,15,21,25,99,False,98,56,-1314650.5826074502,0.0,-5019.740552680258,-31359.489181476005,0.0,2853396.500081045,0.0,0.0,2920062.1442180765,-3015.267555252649,0.0,-4902.14243668281,-67700.71659505619,0.0,-147741.86597702096,0.0,0.0,976773.1687112461
467,366,25,2,29,30,36,94,False,12,89,81,14,61,137,136,12,2,diesel,growth factor,130,87,64,52,30,True,59,23,baseline,baseline,46,25,64,8,EV,3,16,21,14,71,EV,24,134,10,55,99,True,5,95,2,7,37,True,30,13,30,False,24,39,25,31,False,53,4,-150946.07215721998,0.0,38500.08079183705,-27768.211733322718,0.0,-476409.7054061162,0.0,0.0,834255.6716683252,-3013.9087464099284,0.0,-7595.3456274142945,-36684.320243295304,0.0,-143006.64483495464,0.0,0.0,1006032.6008315537
468,221,1,12,85,15,89,11,False,92,60,113,136,89,74,121,16,41,electricity,growth factor,83,33,26,41,91,False,15,61,baseline,baseline,37,85,64,10,EV,4,29,27,16,19,fleet average,20,49,19,20,84,False,81,259,5,16,39,False,1,22,13,True,31,24,48,59,False,55,0,-94009.69545906596,0.0,-53831.65589230723,-26187.997176330045,0.0,-86759.17813203204,0.0,0.0,1205916.6860356717,-3013.365222872817,0.0,-7721.346551824454,-79684.32427641835,0.0,-139850.068467297,0.0,0.0,971370.1196887902
469,199,80,66,10,60,17,54,False,84,29,97,94,197,105,65,3,33,gasoline,elasticity,91,59,39,30,34,True,50,25,baseline,EV,0,58,11,13,fleet average,15,20,24,17,48,EV,25,77,12,51,74,False,85,251,6,19,19,False,10,13,33,True,29,30,21,49,False,73,63,-998223.0809844047,0.0,-1379.6920481380369,-20636.738836274344,0.0,491809.44765364577,0.0,0.0,935162.4944371283,-3018.800458243699,0.0,-4556.625108883514,-39503.99263890993,0.0,-138275.5244830721,0.0,0.0,1010704.0532188677
470,116,56,46,42,18,70,24,False,51,88,14,138,55,64,135,36,19,electricity,elasticity,177,23,63,16,31,True,48,25,EV,baseline,39,56,30,15,fleet average,6,19,18,12,67,fleet average,6,52,11,0,92,False,86,227,5,0,16,False,33,37,24,False,10,50,40,85,True,71,86,-814462.5769821021,0.0,-44968.04535635914,-4982.428461353593,0.0,-41596.075770198746,0.0,0.0,579346.17885829,-3019.615743549424,0.0,-8878.334330046335,-37389.23834219896,0.0,-146166.6088429406,0.0,0.0,1001284.3697966967
471,33,53,15,58,57,15,10,True,53,44,41,325,8,78,94,4,33,electricity,growth factor,185,34,59,33,1,False,10,29,EV,EV,11,40,11,9,fleet average,1,13,17,13,49,fleet average,12,148,15,67,94,False,72,106,9,16,22,True,47,21,18,False,39,17,8,21,False,18,30,-694627.2019415235,0.0,-25894.05337861051,-266.34686817955065,0.0,-297848.79180657264,0.0,0.0,455120.01741362544,-3017.98517293809,0.0,-4857.64802740779,-16241.69537508927,0.0,-144587.4291548245,0.0,0.0,1024666.1775831262
472,220,63,56,83,85,52,18,True,35,96,76,355,59,112,118,31,13,electricity,elasticity,196,35,42,60,77,False,87,6,EV,EV,48,7,15,3,EV,8,22,11,15,14,EV,17,90,15,13,67,False,39,174,2,6,35,False,23,42,46,True,37,34,29,54,False,12,14,-793864.6379385991,0.0,-16605.043001104907,-24005.748912560008,0.0,89151.50651661206,0.0,0.0,730396.101047267,-3014.45226994704,0.0,-9057.696592689372,-69815.47089176715,0.0,-141428.8915281791,0.0,0.0,977415.5440117455
473,156,49,20,0,36,6,65,True,5,70,96,25,196,4,83,27,13,diesel,elasticity,173,33,70,25,97,False,49,10,baseline,EV,13,11,38,18,fleet average,21,13,28,13,57,EV,6,69,18,93,93,False,2,248,0,19,17,False,2,19,13,False,23,4,32,24,True,42,82,-540806.2249321218,0.0,-8229.703109254133,-27802.486149808312,0.0,-280841.70244809333,0.0,0.0,618644.9001871153,-3019.3439817808103,0.0,-5581.700676723326,-83913.83286984029,0.0,-144588.32065059216,0.0,0.0,965033.2321120228
474,192,60,47,43,4,73,84,False,38,93,17,257,198,123,137,28,36,electricity,elasticity,71,59,45,34,23,False,77,86,EV,EV,18,97,71,19,fleet average,14,11,22,16,96,fleet average,0,84,14,21,12,False,100,241,1,9,31,True,38,41,43,False,41,45,38,97,True,13,39,-760487.2813724186,0.0,-90071.13480247528,-13837.340240763524,0.0,-93965.837876156,0.0,0.0,558895.8097548364,-3015.5393170211464,0.0,-8884.591772403981,-31749.89355096971,0.0,-139851.49481138916,0.0,0.0,1012279.8300666893
475,103,75,43,35,7,22,35,False,70,90,103,200,124,5,44,11,32,CNG,growth factor,171,31,19,10,88,False,92,51,EV,EV,47,84,77,8,fleet average,30,27,27,11,69,EV,16,64,15,58,25,False,30,210,8,20,26,True,48,18,29,False,42,17,9,46,True,71,76,-979332.9864140372,0.0,-28248.327778442203,-23129.790656130106,0.0,5999.90582640436,0.0,0.0,465707.39157304936,-3016.8981258639833,0.0,-9734.645346129679,-77569.56997970739,0.0,-147742.93574935518,0.0,0.0,964241.1296047944
476,253,100,63,39,6,80,92,True,41,65,125,496,26,96,8,20,58,gasoline,elasticity,147,37,11,21,37,True,67,89,EV,EV,9,28,75,10,fleet average,2,16,19,13,74,EV,5,33,10,16,51,True,7,93,4,4,39,False,17,21,42,True,48,10,27,58,False,40,60,-1015014.97222829,0.0,-4838.139057028648,-12497.888852187503,0.0,338682.4509625602,0.0,0.0,770328.7752819139,-3013.365222872817,0.0,-6386.913684788264,-41618.746935620904,0.0,-144584.39814331513,0.0,0.0,1001240.1822844899
